Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date
G,Guadeloupe,3080,0,24,0,837,2219,20,36764,400139,09/15/20
B,Bahamas,3032,58,69,2,1482,1481,65,15510,394026,09/15/20
M,Mali,2940,5,128,0,2302,510,0,45883,20366908,09/15/20
R,Réunion,2902,30,15,0,1313,1574,0,35419,896649,09/15/20
E,Estonia,2720,23,64,0,2286,370,1,175110,1326724,09/15/20
S,South Sudan,2592,5,49,0,1290,1253,0,12044,11220910,09/15/20
G,Georgia,2562,170,19,0,1369,1174,0,490207,3987535,09/15/20
B,Botswana,2463,0,11,0,575,1877,1,150407,2361274,09/15/20
M,Malta,2454,49,16,0,1931,507,2,218692,441791,09/15/20
G,Guinea-Bissau,2275,0,39,0,1127,1109,5,0,1977375,09/15/20
B,Benin,2267,0,40,0,1942,285,0,158881,12186797,09/15/20
I,Iceland,2174,6,10,0,2102,62,0,238049,341707,09/15/20
S,Sierra Leone,2126,15,72,0,1640,414,0,0,8009931,09/15/20
Y,Yemen,2016,3,583,0,1219,214,0,0,29958854,09/15/20
G,Guyana,1958,74,58,2,1302,598,15,11268,787350,09/15/20
U,Uruguay,1827,15,45,0,1545,237,1,203232,3476268,09/15/20
N,New Zealand,1801,3,24,0,1694,83,3,872444,5002100,09/15/20
B,Burkina Faso,1733,16,56,0,1141,536,0,0,21017728,09/15/20
T,Togo,1595,17,40,0,1219,336,0,78634,8317844,09/15/20
C,Cyprus,1540,6,22,0,1282,236,2,337274,1209197,09/15/20
B,Belize,1501,21,19,0,540,942,3,11491,399102,09/15/20
L,Latvia,1482,5,35,0,1248,199,0,282835,1881673,09/15/20
A,Andorra,1438,0,53,0,945,440,4,137457,77291,09/15/20
L,Liberia,1327,6,82,0,1214,31,0,0,5081645,09/15/20
L,Lesotho,1327,82,33,0,687,607,0,17261,2145796,09/15/20
N,Niger,1182,2,69,0,1104,9,0,19543,24377782,09/15/20
M,Martinique,1122,183,18,0,98,1006,5,19534,375203,09/15/20
F,French Polynesia,1099,0,2,0,672,425,3,18802,281249,09/15/20
C,Chad,1087,2,81,0,944,62,0,0,16519686,09/15/20
V,Vietnam,1063,0,35,0,931,97,0,1009145,97521089,09/15/20
S,Sao Tome and Principe,907,1,15,0,871,21,0,4410,219989,09/15/20
S,San Marino,723,1,42,0,663,18,3,7377,33946,09/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,09/15/20
T,Turks and Caicos,648,2,5,0,532,111,3,2913,38825,09/15/20
C,Channel Islands,639,6,48,0,575,16,1,91292,174197,09/15/20
S,Sint Maarten,549,0,19,0,430,100,6,2720,42977,09/15/20
P,Papua New Guinea,511,0,6,0,232,273,0,17276,8981560,09/15/20
T,Tanzania,509,0,21,0,183,305,7,0,60073075,09/15/20
T,Taiwan,499,0,7,0,476,16,0,90147,23825896,09/15/20
B,Burundi,472,0,1,0,374,97,0,27836,11961088,09/15/20
C,Comoros,467,10,7,0,446,14,0,0,873355,09/15/20
F,Faeroe Islands,428,5,0,0,412,16,0,110588,48902,09/15/20
M,Mauritius,365,4,10,0,338,17,0,239204,1272215,09/15/20
E,Eritrea,364,3,0,0,304,60,0,0,3556540,09/15/20
I,Isle of Man,339,0,24,0,312,3,0,11205,85128,09/15/20
G,Gibraltar,334,4,0,0,307,27,0,40101,33689,09/15/20
S,Saint Martin,330,0,6,0,206,118,11,2968,38801,09/15/20
M,Mongolia,311,0,0,0,301,10,1,61567,3289119,09/15/20
C,Cambodia,275,0,0,0,274,1,0,117214,16766669,09/15/20
B,Bhutan,246,1,0,0,173,73,0,118525,773371,09/15/20
C,Cayman Islands,208,0,1,0,204,3,0,36921,65882,09/15/20
B,Barbados,184,1,7,0,169,8,0,20322,287450,09/15/20
M,Monaco,178,1,1,0,133,44,1,51953,39300,09/15/20
B,Bermuda,177,0,9,0,164,4,0,55911,62229,09/15/20
C,Curaçao,169,8,1,0,61,107,1,1080,164234,09/15/20
B,Brunei,145,0,3,0,139,3,0,54763,438351,09/15/20
S,Seychelles,140,0,0,0,136,4,0,5200,98475,09/15/20
L,Liechtenstein,111,0,1,0,105,5,0,900,38151,09/15/20
A,Antigua and Barbuda,95,0,3,0,91,1,1,2282,98098,09/15/20
B,British Virgin Islands,66,0,1,0,37,28,2,3858,30273,09/15/20
S,St. Vincent Grenadines,64,0,0,0,62,2,0,4530,111014,09/15/20
M,Macao,46,0,0,0,46,0,0,4238,651161,09/15/20
F,Fiji,32,0,2,0,24,6,1,9076,897804,09/15/20
C,Caribbean Netherlands,28,3,1,0,17,10,0,1516,26274,09/15/20
S,Saint Lucia,27,0,0,0,26,1,0,7419,183804,09/15/20
T,Timor-Leste,27,0,0,0,26,1,0,5146,1323561,09/15/20
N,New Caledonia,26,0,0,0,26,0,0,13463,286069,09/15/20
D,Dominica,24,0,0,0,18,6,0,2077,72024,09/15/20
G,Grenada,24,0,0,0,24,0,0,6252,112633,09/15/20
L,Laos,23,0,0,0,22,1,0,45351,7297293,09/15/20
S,St. Barth,23,0,0,0,16,7,0,2075,9883,09/15/20
S,Saint Kitts and Nevis,17,0,0,0,17,0,0,1948,53278,09/15/20
G,Greenland,14,0,0,0,14,0,0,7252,56791,09/15/20
M,Montserrat,13,0,1,0,12,0,0,373,4993,09/15/20
F,Falkland Islands,13,0,0,0,13,0,0,2261,3500,09/15/20
V,Vatican City,12,0,0,0,12,0,0,0,801,09/15/20
S,Saint Pierre Miquelon,11,0,0,0,5,6,0,1051,5788,09/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,600292,09/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,09/15/20
A,Anguilla,3,0,0,0,3,0,0,928,15031,09/15/20
U,USA,8288278,71687,223644,928,5395401,2669233,15318,123736447,331573957,10/15/20
I,India,7430635,65126,113032,886,6521634,795969,8944,92254927,1383974858,10/15/20
B,Brazil,5201570,30574,153229,716,4619560,428781,8318,17900000,213003354,10/15/20
R,Russia,1369313,15150,23723,232,1056582,289008,2300,52782097,145953021,10/15/20
S,Spain,982723,12169,33775,222,0,0,1768,14590713,46760149,10/15/20
A,Argentina,965609,16546,25723,381,778501,161385,4346,2338651,45317258,10/15/20
C,Colombia,945354,8372,28616,159,837001,79737,2068,4357639,51041409,10/15/20
P,Peru,862417,2677,33648,71,769077,59692,1149,4181976,33105442,10/15/20
M,Mexico,834910,5514,85285,387,608188,141437,2625,2144441,129328777,10/15/20
F,France,834770,25086,33303,178,104696,696771,1800,13128805,65316244,10/15/20
S,South Africa,700203,2019,18370,61,629260,52573,546,4505533,59526614,10/15/20
U,UK,689257,15650,43429,136,0,0,580,28986852,67991065,10/15/20
I,Iran,522387,4552,29870,265,420910,71607,4684,4454570,84306169,10/15/20
C,Chile,488190,1694,13529,95,461097,13564,794,3821206,19164310,10/15/20
I,Iraq,420303,3501,10142,56,353962,56199,490,2588780,40481542,10/15/20
I,Italy,391611,10010,36427,55,247872,107312,638,13228204,60435389,10/15/20
B,Bangladesh,386086,1527,5623,15,300738,79725,0,2140129,165169446,10/15/20
G,Germany,356792,7976,9836,26,287600,59356,690,19276507,83863094,10/15/20
I,Indonesia,353461,4301,12347,79,277544,63570,0,3976653,274369105,10/15/20
P,Philippines,351750,3139,6531,34,294865,50354,1562,4305171,110005681,10/15/20
T,Turkey,343955,1812,9153,73,301098,33704,1445,12194778,84604283,10/15/20
S,Saudi Arabia,341495,433,5144,17,327795,8556,835,7267825,34971166,10/15/20
P,Pakistan,321877,659,6621,7,305835,9421,529,4009497,222129270,10/15/20
I,Israel,301896,1695,2141,14,262503,37252,714,4155327,9197590,10/15/20
U,Ukraine,287231,5992,5408,106,121919,159904,177,2695488,43655157,10/15/20
N,Netherlands,211938,7984,6708,16,0,0,358,2872319,17146089,10/15/20
C,Canada,194106,2374,9722,23,163644,20740,188,8563059,37839146,10/15/20
B,Belgium,191959,10448,10327,49,20720,160912,327,3916417,11604501,10/15/20
R,Romania,172516,4026,5749,75,127076,39691,726,2800912,19199264,10/15/20
M,Morocco,167148,3498,2818,46,138989,25341,546,2993488,37038205,10/15/20
C,Czechia,160112,11102,1283,53,66093,92736,551,1726678,10714862,10/15/20
P,Poland,157608,7705,3440,132,87773,66395,540,3886154,37834291,10/15/20
E,Ecuador,151659,1299,12357,51,128134,11168,331,486987,17720825,10/15/20
B,Bolivia,139319,178,8407,30,103499,27413,71,318678,11719353,10/15/20
Q,Qatar,128992,189,222,0,126006,2764,54,861236,2807805,10/15/20
N,Nepal,126137,4392,715,21,88040,37382,0,1254167,29288278,10/15/20
P,Panama,123498,615,2546,17,99286,21666,116,574012,4334467,10/15/20
D,Dominican Republic,120450,384,2192,3,96883,21375,158,535572,10879735,10/15/20
K,Kuwait,114744,729,690,6,106495,7559,136,817505,4288916,10/15/20
U,UAE,112849,1412,455,3,104943,7451,0,11447304,9925255,10/15/20
K,Kazakhstan,109202,108,1768,0,104801,2633,221,3175675,18842225,10/15/20
O,Oman,108296,0,1071,0,94229,12996,216,376700,5143721,10/15/20
E,Egypt,105159,126,6099,11,98089,971,41,135000,102891513,10/15/20
S,Sweden,103200,0,5918,6,0,0,30,1925218,10117791,10/15/20
G,Guatemala,100431,666,3478,25,89494,7459,5,382409,18011279,10/15/20
P,Portugal,95902,2608,2149,21,56066,37687,144,2936710,10187851,10/15/20
C,Costa Rica,94348,1196,1168,9,58269,34911,217,271394,5107745,10/15/20
J,Japan,91431,721,1650,4,84451,5330,148,2398408,126361081,10/15/20
E,Ethiopia,87834,665,1337,12,41628,44869,301,1383649,115777819,10/15/20
B,Belarus,86392,658,921,5,78990,6481,0,2170047,9448400,10/15/20
H,Honduras,86089,631,2552,19,34099,49438,25,200039,9950286,10/15/20
C,China,85646,24,4634,0,80759,253,4,160000000,1439323776,10/15/20
V,Venezuela,85469,0,720,0,77689,7060,186,1996103,28411938,10/15/20
B,Bahrain,77325,371,292,3,73421,3612,42,1599549,1718208,10/15/20
S,Switzerland,74422,3105,2122,7,50500,21800,54,1578103,8673212,10/15/20
M,Moldova,65860,784,1549,19,46543,17768,864,328482,4031172,10/15/20
U,Uzbekistan,62588,310,520,2,59624,2444,252,1377915,33610161,10/15/20
A,Armenia,61460,1465,1056,10,47541,12863,0,340116,2964882,10/15/20
A,Austria,61387,1163,882,5,47618,12887,124,1861672,9021527,10/15/20
N,Nigeria,61194,212,1119,3,52304,7771,7,572705,207600423,10/15/20
L,Lebanon,60113,1368,509,8,26468,33136,201,1040965,6816319,10/15/20
S,Singapore,57901,9,28,0,57784,89,0,3290291,5863846,10/15/20
A,Algeria,53998,221,1841,14,37856,14301,38,0,44079887,10/15/20
P,Paraguay,53482,886,1165,15,34927,17390,145,322978,7158084,10/15/20
K,Kyrgyzstan,51020,431,1103,4,45288,4629,24,276522,6555378,10/15/20
L,Libya,47845,1169,699,18,26062,21084,0,267258,6898482,10/15/20
I,Ireland,47427,998,1841,3,23364,22222,29,1386279,4953895,10/15/20
G,Ghana,47173,0,310,0,46527,336,8,503524,31259561,10/15/20
P,Palestine,46434,334,402,1,39921,6111,0,470987,5135406,10/15/20
A,Azerbaijan,43789,509,621,2,39800,3368,0,1209802,10165954,10/15/20
K,Kenya,43580,437,813,8,31648,11119,0,607241,54111459,10/15/20
H,Hungary,43025,1293,1085,33,13134,28806,171,871417,9653046,10/15/20
A,Afghanistan,40073,47,1485,4,33516,5072,93,116255,39179933,10/15/20
S,Serbia,35719,265,772,2,31536,3411,23,1227337,8726870,10/15/20
T,Tunisia,34790,0,512,0,5032,29246,149,282457,11854775,10/15/20
J,Jordan,34548,1539,310,28,6692,27546,55,1535529,10232772,10/15/20
D,Denmark,34441,418,677,0,28551,5213,16,4534292,5798226,10/15/20
M,Myanmar,33488,1137,799,34,15477,17212,0,478067,54517031,10/15/20
B,Bosnia and Herzegovina,32845,621,980,8,24603,7262,0,272139,3274712,10/15/20
E,El Salvador,31265,204,912,4,26542,3811,38,438019,6495849,10/15/20
B,Bulgaria,28505,998,958,14,16875,10672,76,602807,6932765,10/15/20
A,Australia,27371,9,904,0,25062,1405,1,8190626,25586239,10/15/20
S,Slovakia,26300,2075,71,0,7182,19047,69,594245,5460426,10/15/20
S,S. Korea,25035,47,441,2,23180,1414,85,2459426,51282264,10/15/20
G,Greece,24450,503,490,8,9989,13971,81,1508460,10407845,10/15/20
C,Croatia,23665,1131,345,1,19087,4233,24,385072,4097692,10/15/20
N,North Macedonia,22607,437,821,6,16949,4837,15,216541,2083349,10/15/20
C,Cameroon,21441,0,423,0,20117,901,61,149000,26734764,10/15/20
I,Ivory Coast,20275,18,121,1,19953,201,0,177817,26565046,10/15/20
M,Malaysia,18758,629,176,6,12259,6323,99,1839700,32486814,10/15/20
M,Madagascar,16754,0,237,0,16124,393,15,75637,27894255,10/15/20
A,Albania,16501,289,443,4,9957,6101,21,100405,2876863,10/15/20
N,Norway,16272,136,278,0,11863,4131,5,1198048,5433683,10/15/20
Z,Zambia,15659,0,346,0,14899,414,0,198402,18530392,10/15/20
S,Senegal,15368,20,317,1,13704,1347,6,194293,16869766,10/15/20
G,Georgia,15327,887,124,11,7613,7590,0,763603,3986889,10/15/20
M,Montenegro,15281,273,228,7,10569,4484,20,79614,628090,10/15/20
S,Sudan,13691,0,836,0,6764,6091,0,0,44142670,10/15/20
F,Finland,13133,189,351,1,9100,3682,6,1279191,5543269,10/15/20
N,Namibia,12215,112,131,1,10360,1724,5,114126,2554203,10/15/20
S,Slovenia,11517,834,180,4,5924,5413,45,278804,2079023,10/15/20
G,Guinea,11362,107,70,0,10420,872,24,39166,13234259,10/15/20
M,Maldives,11154,41,35,0,9995,1124,12,150743,543297,10/15/20
D,DRC,10999,64,301,20,10342,356,0,0,90332766,10/15/20
M,Mozambique,10612,75,73,0,8262,2277,0,164361,31504490,10/15/20
L,Luxembourg,10471,227,133,0,8468,1870,4,927726,628929,10/15/20
T,Tajikistan,10414,40,80,0,9393,941,0,0,9599126,10/15/20
U,Uganda,10334,217,96,0,6901,3337,0,518558,46149431,10/15/20
F,French Guiana,10239,6,69,0,9955,215,5,71186,300891,10/15/20
H,Haiti,8925,0,231,0,7182,1512,0,29115,11443063,10/15/20
G,Gabon,8881,12,54,0,8430,397,3,210482,2240779,10/15/20
J,Jamaica,8132,65,162,2,3653,4317,16,87331,2964979,10/15/20
Z,Zimbabwe,8099,24,231,0,7673,195,0,162958,14925793,10/15/20
M,Mauritania,7603,18,163,0,7339,101,3,83821,4684517,10/15/20
C,Cabo Verde,7526,82,82,3,6425,1019,23,87480,557751,10/15/20
A,Angola,7222,126,234,6,3012,3976,14,85213,33155560,10/15/20
G,Guadeloupe,7122,214,96,0,2199,4827,35,62313,400144,10/15/20
L,Lithuania,7041,281,112,2,3035,3894,15,876598,2710809,10/15/20
C,Cuba,6118,56,124,1,5702,292,5,728426,11324563,10/15/20
M,Malawi,5842,6,181,0,4735,926,4,56957,19271048,10/15/20
E,Eswatini,5746,13,115,0,5392,239,19,45570,1163677,10/15/20
B,Bahamas,5517,132,114,2,3201,2202,107,26150,394344,10/15/20
D,Djibouti,5449,6,61,0,5372,16,0,81778,992175,10/15/20
S,Sri Lanka,5354,110,13,0,3385,1956,0,357698,21439739,10/15/20
N,Nicaragua,5353,0,154,0,4225,974,0,0,6647548,10/15/20
B,Botswana,5242,0,20,0,905,4317,1,256952,2365303,10/15/20
T,Trinidad and Tobago,5241,47,95,2,3545,1601,14,33013,1400827,10/15/20
H,Hong Kong,5221,7,105,0,4951,165,12,3473928,7514825,10/15/20
C,Congo,5156,0,92,0,3887,1177,0,0,5556932,10/15/20
S,Suriname,5113,19,109,0,4921,83,4,16739,588172,10/15/20
E,Equatorial Guinea,5068,0,83,0,4954,31,1,63108,1415989,10/15/20
S,Syria,4987,56,241,3,1456,3290,0,0,17622310,10/15/20
R,Rwanda,4965,12,34,1,4664,267,0,530304,13044019,10/15/20
C,CAR,4855,0,62,0,1924,2869,2,32711,4854061,10/15/20
R,Réunion,4776,98,17,0,4445,314,17,35419,897189,10/15/20
A,Aruba,4289,4,32,0,3947,310,4,35927,106900,10/15/20
M,Malta,4282,122,45,0,3142,1095,6,292476,441891,10/15/20
M,Mayotte,4030,0,43,0,2964,1023,4,13000,274699,10/15/20
E,Estonia,4017,37,68,0,3137,812,1,240117,1326800,10/15/20
I,Iceland,3929,92,11,1,2713,1205,4,321512,341894,10/15/20
S,Somalia,3864,0,99,0,3089,676,0,0,16019359,10/15/20
F,French Polynesia,3797,224,14,1,2844,939,10,26355,281386,10/15/20
G,Guyana,3672,52,107,0,2590,975,13,16561,787671,10/15/20
T,Thailand,3669,4,59,0,3467,143,1,977854,69851776,10/15/20
G,Gambia,3649,5,118,0,2649,882,0,18193,2435976,10/15/20
M,Mali,3378,10,132,0,2563,683,0,64569,20416513,10/15/20
A,Andorra,3377,187,59,0,2057,1261,22,137457,77302,10/15/20
L,Latvia,3204,148,42,1,1329,1833,9,382949,1879918,10/15/20
S,South Sudan,2817,10,55,0,1290,1472,0,12044,11232022,10/15/20
B,Belize,2682,63,41,1,1612,1029,5,18518,399714,10/15/20
B,Benin,2496,0,41,0,2330,125,0,238105,12213784,10/15/20
U,Uruguay,2450,33,51,0,2042,357,2,276559,3477286,10/15/20
G,Guinea-Bissau,2389,0,41,0,1782,566,5,0,1981325,10/15/20
C,Cyprus,2379,94,25,0,1444,910,2,430602,1209941,10/15/20
B,Burkina Faso,2343,8,65,0,1718,560,0,0,21066456,10/15/20
S,Sierra Leone,2325,2,73,0,1750,502,0,0,8023697,10/15/20
M,Martinique,2257,0,24,0,98,2135,19,42504,375179,10/15/20
Y,Yemen,2055,2,596,0,1335,124,0,0,30014622,10/15/20
T,Togo,2027,31,51,0,1500,476,0,105227,8334322,10/15/20
N,New Zealand,1880,4,25,0,1809,46,0,1016853,5002100,10/15/20
L,Lesotho,1833,0,42,0,961,830,0,21291,2147233,10/15/20
L,Liberia,1377,3,82,0,1264,31,2,30332,5091740,10/15/20
C,Chad,1361,11,93,1,1138,130,0,0,16559770,10/15/20
N,Niger,1209,2,69,0,1126,14,9,30162,24452453,10/15/20
V,Vietnam,1124,0,35,0,1031,58,0,1246480,97595194,10/15/20
S,Sao Tome and Principe,932,3,15,0,896,21,0,5559,220334,10/15/20
S,San Marino,759,0,42,0,685,32,3,8321,33952,10/15/20
C,Channel Islands,748,0,48,0,649,51,2,132517,174332,10/15/20
S,Sint Maarten,746,9,22,0,659,65,6,4736,43018,10/15/20
D,Diamond Princess,712,0,13,0,659,40,4,0,0,10/15/20
C,Curaçao,698,25,1,0,391,306,4,10065,164291,10/15/20
T,Turks and Caicos,697,1,6,0,674,17,1,3770,38869,10/15/20
P,Papua New Guinea,578,0,7,0,537,34,0,26690,8995937,10/15/20
G,Gibraltar,544,13,0,0,441,103,5,56220,33688,10/15/20
T,Taiwan,535,4,7,0,491,37,0,98355,23829536,10/15/20
S,Saint Martin,531,30,8,0,380,143,11,5801,38857,10/15/20
B,Burundi,531,2,1,0,497,33,0,44526,11991213,10/15/20
T,Tanzania,509,0,21,0,183,305,7,0,60217761,10/15/20
C,Comoros,502,6,7,0,485,10,0,0,874927,10/15/20
F,Faeroe Islands,482,2,0,0,471,11,0,143379,48918,10/15/20
E,Eritrea,422,0,0,0,376,46,0,0,3560699,10/15/20
M,Mauritius,417,2,10,0,364,43,0,260973,1272393,10/15/20
I,Isle of Man,348,0,24,0,319,5,0,14898,85166,10/15/20
M,Mongolia,320,0,0,0,311,9,1,80030,3293594,10/15/20
B,Bhutan,316,0,0,0,296,20,0,156245,774090,10/15/20
C,Cambodia,283,0,0,0,278,5,0,158636,16786271,10/15/20
M,Monaco,255,2,2,0,217,36,2,51953,39324,10/15/20
C,Cayman Islands,233,8,1,0,212,20,1,43506,65947,10/15/20
B,Barbados,219,1,7,0,195,17,0,29854,287479,10/15/20
L,Liechtenstein,192,9,1,0,132,59,3,2200,38160,10/15/20
B,Bermuda,185,0,9,0,172,4,0,74353,62209,10/15/20
C,Caribbean Netherlands,150,0,2,0,111,37,0,2890,26294,10/15/20
S,Seychelles,149,1,0,0,148,1,0,5200,98526,10/15/20
B,Brunei,147,0,3,0,143,1,0,63246,438705,10/15/20
A,Antigua and Barbuda,112,0,3,0,100,9,0,3162,98167,10/15/20
S,St. Barth,72,5,0,0,55,17,0,3347,9886,10/15/20
B,British Virgin Islands,71,0,1,0,70,0,0,5193,30290,10/15/20
S,St. Vincent Grenadines,65,1,0,0,64,1,0,5793,111044,10/15/20
M,Macao,46,0,0,0,46,0,0,4238,651911,10/15/20
D,Dominica,33,0,0,0,29,4,0,3955,72039,10/15/20
F,Fiji,32,0,2,0,30,0,0,11771,898353,10/15/20
S,Saint Lucia,32,1,0,0,27,5,0,9027,183874,10/15/20
T,Timor-Leste,29,0,0,0,28,1,0,9471,1325691,10/15/20
N,New Caledonia,27,0,0,0,27,0,0,14585,286301,10/15/20
V,Vatican City,26,0,0,0,12,14,0,0,802,10/15/20
G,Grenada,25,0,0,0,24,1,0,6252,112677,10/15/20
L,Laos,23,0,0,0,22,1,0,59448,7306239,10/15/20
S,Saint Kitts and Nevis,19,0,0,0,19,0,0,2828,53310,10/15/20
G,Greenland,16,0,0,0,14,2,0,9627,56799,10/15/20
S,Saint Pierre Miquelon,16,0,0,0,12,4,0,2222,5786,10/15/20
M,Montserrat,13,0,1,0,12,0,0,483,4993,10/15/20
F,Falkland Islands,13,0,0,0,13,0,0,2682,3509,10/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,601540,10/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,10/15/20
A,Anguilla,3,0,0,0,3,0,0,1329,15042,10/15/20
S,Solomon Islands,3,0,0,0,0,3,0,96,691702,10/15/20
W,Wallis and Futuna,1,1,0,0,0,1,0,0,11179,10/15/20
U,USA,11538450,162516,252640,728,7019364,4266446,21184,170154811,331748637,11/15/20
I,India,8874172,28555,130559,450,8288169,455444,8944,125698525,1385197188,11/15/20
B,Brazil,5876740,13647,166067,256,5322406,388267,8318,21900000,213139380,11/15/20
F,France,2022231,11343,45648,704,140880,1835703,4919,19191764,65329229,11/15/20
R,Russia,1948603,22778,33489,303,1453849,461265,2300,69111898,145958644,11/15/20
S,Spain,1521899,12758,41253,162,0,0,3156,20742051,46761777,11/15/20
U,UK,1390681,21363,52147,213,0,0,1355,38932715,68023153,11/15/20
A,Argentina,1318384,7893,35727,291,1140196,142461,4322,3474091,45354615,11/15/20
I,Italy,1205881,27354,45733,504,442364,717784,3492,19031049,60427404,11/15/20
C,Colombia,1205217,6471,34223,192,1111867,59127,2376,5766981,51090280,11/15/20
M,Mexico,1006522,3269,98542,283,750190,157790,2941,2610548,129450839,11/15/20
P,Peru,938268,1257,35271,40,865348,37649,994,4815828,33146865,11/15/20
G,Germany,817526,14582,12891,199,515200,289435,3436,25010416,83887186,11/15/20
I,Iran,775121,13053,41979,486,564699,168443,5677,5545444,84403098,11/15/20
S,South Africa,752269,1245,20314,73,695496,36459,546,5142947,59594030,11/15/20
P,Poland,733788,20816,10491,143,306022,417275,2103,5645233,37830568,11/15/20
U,Ukraine,545689,9832,9697,94,244197,291795,177,3876966,43631592,11/15/20
B,Belgium,535939,4659,14421,118,32909,488609,1439,5488186,11609038,11/15/20
C,Chile,532604,1331,14863,44,508067,9674,724,4860006,19179088,11/15/20
I,Iraq,521542,2390,11712,42,449565,60265,364,3146289,40563120,11/15/20
I,Indonesia,470648,3535,15296,85,395443,59909,0,5090127,274629731,11/15/20
C,Czechia,465523,5407,6416,208,341249,117858,1110,2786547,10716648,11/15/20
N,Netherlands,452701,4830,8530,44,0,0,599,3711716,17149498,11/15/20
B,Bangladesh,434472,2139,6215,21,351146,77111,0,2556962,165317270,11/15/20
T,Turkey,417594,3316,11601,94,356375,49618,3610,16307986,84686064,11/15/20
P,Philippines,409570,1734,7839,7,374357,27374,1455,5291547,110137198,11/15/20
R,Romania,365212,4931,9075,149,246633,109504,1187,3702328,19187757,11/15/20
P,Pakistan,359032,2128,7160,19,323824,28048,1379,4950561,222516634,11/15/20
S,Saudi Arabia,353556,301,5676,19,340668,7212,823,8938025,35020084,11/15/20
I,Israel,324755,1014,2735,3,314093,7927,326,5051016,9197590,11/15/20
C,Canada,302192,6115,11027,74,240287,50878,334,10402744,37868950,11/15/20
M,Morocco,296189,3012,4850,71,243359,47980,1048,3664662,37077640,11/15/20
S,Switzerland,269974,12839,3536,167,141000,125438,489,2411237,8678911,11/15/20
P,Portugal,225672,3996,3472,91,142155,80045,426,4033000,10185182,11/15/20
N,Nepal,210973,1197,1230,9,176364,33379,0,1613911,29335590,11/15/20
A,Austria,208613,4657,1887,58,129671,77055,612,2694112,9026152,11/15/20
S,Sweden,192690,2539,6308,17,0,0,150,2659793,10123458,11/15/20
E,Ecuador,180676,381,13016,8,160639,7021,340,597190,17744995,11/15/20
U,UAE,151554,1209,534,4,143932,7088,0,15063561,9936027,11/15/20
J,Jordan,149539,5861,1843,71,10311,137385,454,2210501,10241897,11/15/20
P,Panama,147667,1014,2881,8,126746,18040,161,772702,4340596,11/15/20
H,Hungary,147456,6495,3190,93,34010,110256,582,1360840,9650844,11/15/20
B,Bolivia,143246,65,8849,8,117137,17260,71,345898,11733712,11/15/20
K,Kuwait,137329,489,842,4,128414,8073,115,1016638,4294613,11/15/20
Q,Qatar,136028,243,235,1,133010,2783,35,1053841,2807805,11/15/20
D,Dominican Republic,134203,479,2286,1,110381,21536,193,652070,10889536,11/15/20
C,Costa Rica,124592,643,1566,11,77164,45862,205,355362,5111935,11/15/20
K,Kazakhstan,121051,588,1899,0,109944,9208,221,3645655,18862471,11/15/20
O,Oman,120718,329,1350,12,111446,7922,140,571472,5155468,11/15/20
J,Japan,118136,1459,1885,2,103674,12577,251,3045924,126326325,11/15/20
A,Armenia,117886,549,1788,25,75865,40233,0,465551,2965380,11/15/20
B,Belarus,115448,1263,1053,7,96462,17933,0,2903032,9448121,11/15/20
G,Guatemala,115032,147,3938,6,104786,6308,5,483389,18041203,11/15/20
E,Egypt,111009,242,6465,12,101179,3365,46,1000000,103065803,11/15/20
L,Lebanon,106446,1016,827,10,61263,44356,316,1399195,6813577,11/15/20
H,Honduras,103102,547,2823,1,44778,55501,21,246269,9964500,11/15/20
E,Ethiopia,103056,336,1581,12,64130,37345,308,1566221,116035351,11/15/20
B,Bulgaria,101770,3519,2282,152,30317,69171,288,864550,6928076,11/15/20
V,Venezuela,97739,387,855,4,92767,4117,117,2250662,28404705,11/15/20
M,Moldova,89843,564,2035,16,71874,15934,253,417113,4030330,11/15/20
S,Serbia,87381,2813,1030,21,31536,54815,161,1519315,8723711,11/15/20
S,Slovakia,87276,509,526,16,31053,55697,218,968365,5460664,11/15/20
C,China,86346,8,4634,0,81338,374,3,160000000,1439323776,11/15/20
C,Croatia,85519,1313,1082,33,68738,15699,191,624393,4095421,11/15/20
B,Bahrain,84882,179,337,3,82680,1865,20,1914445,1723571,11/15/20
G,Georgia,82835,3157,733,30,65291,16811,0,1012265,3986201,11/15/20
T,Tunisia,81003,599,2396,51,55551,23056,278,410807,11865918,11/15/20
A,Azerbaijan,77083,1395,985,18,55755,20343,0,1523221,10174185,11/15/20
G,Greece,76403,2198,1165,59,9989,65249,400,2104235,10403277,11/15/20
L,Libya,74324,722,1025,8,44733,28566,0,375201,6906908,11/15/20
B,Bosnia and Herzegovina,72689,733,1973,75,36473,34243,0,374892,3272882,11/15/20
P,Paraguay,72099,525,1602,15,51776,18721,112,405816,7165982,11/15/20
K,Kenya,70804,559,1287,18,46244,23273,64,793026,54218499,11/15/20
U,Uzbekistan,70299,118,598,0,67526,2175,250,1377915,33653914,11/15/20
